Unnamed: 0,Time,Date,Latitude,Longitude,Total PDCP DL Throughput,Total PDCP UL Throughput,PDSCH Phy Throughput (kbps),PUSCH Phy Throughput (kbps),PDSCH Resource Blocks Allocated (Allocated Subframes Only),PDSCH Resource Block Allocation (%),PUSCH Resource Blocks Allocated (Allocated Subframes Only),Number of PUSCH Resource Blocks,Number of PDSCH Resource Blocks,PDCP Throughput DL (kbps),PDCP Throughput UL (kbps),PHY Layer Throughput PDSCH (kbps),PHY Layer Throughput PUSCH (kbps),RLC Throughput DL (kbps)(LTE Throughputs from Data Collector),RLC Throughput UL (kbps)(LTE Throughputs from Data Collector),Ping Delay (ms)
,48:55.0,3/21/2022,7.279786,5.20148,1.299999952,1.440000057,2.50999999,176.8999939,7.300000191,0.029999999,2.799999952,0.5,0,1.230000019,1.649999976,2.460000038,165.5099945,1.639999986,1.929999948,
,48:57.0,3/21/2022,7.279803,5.2016005,1.649999976,1.409999967,2.75,65.88999939,6.5,0.02,2.400000095,0,0,1.690000057,1.460000038,2.420000076,53.86000061,2.289999962,1.940000057,
,48:59.0,3/21/2022,7.279826,5.2017385,0.389999986,1.450000048,3.309999943,209.8899994,5.800000191,2.089999914,2.400000095,0.5,2.099999905,0.519999981,1.129999995,1.980000019,210.4299927,0.649999976,0.930000007,
,49:01.0,3/21/2022,7.279849,5.2018885,1.460000038,2,1.889999986,185.6199951,5.5,0.230000004,2.099999905,0.400000006,0.200000003,1.460000038,2.339999914,11.31000042,188.9199982,1.210000038,3.039999962,
,49:03.0,3/21/2022,7.2798725,5.202046,0.779999971,2.160000086,2.700000048,210.5200043,6.800000191,0.180000007,2.400000095,0.5,0.200000003,0.779999971,2.160000086,52.15999985,208.8999939,0.699999988,2.599999905,
,49:05.0,3/21/2022,7.279894,5.202216,0.779999971,1.360000014,0.819999993,190.5599976,13.89999962,0.419999987,2.099999905,0.400000006,0.400000006,0.779999971,1.360000014,13.47000027,195.3500061,0.660000026,1.480000019,
,49:07.0,3/21/2022,7.2799125,5.2023815,0.779999971,1.129999995,2.220000029,197.4700012,5.400000095,0.209999993,2.200000048,0.400000006,0.200000003,0.779999971,1.129999995,2.609999895,195.9299927,0.970000029,1.649999976,
,49:09.0,3/21/2022,7.2799175,5.2024985,1.24000001,1.179999948,1.789999962,156.8000031,6.699999809,0.02,2.5,0.100000001,0,1.24000001,1.100000024,4.96999979,161.7799988,0.74000001,1.899999976,
,49:11.0,3/21/2022,7.279921,5.2025555,1.059999943,2.119999886,3.029999971,136.3500061,5.599999905,0.189999998,2,0.300000012,0.200000003,1.419999957,2.410000086,5.800000191,142.3999939,1.610000014,1.899999976,
,49:13.0,3/21/2022,7.2799235,5.2025745,0.779999971,2.160000086,1.850000024,145.7700043,11.89999962,0.400000006,3.099999905,0.400000006,0.400000006,0.779999971,2.160000086,14.59000015,154.3999939,0.680000007,2.420000076,
,49:15.0,3/21/2022,7.279926,5.202595,1.399999976,2.109999895,3,65.75,7,0.02,4.5,0.300000012,0,1.570000052,2.160000086,3.369999886,64.38999939,1.730000019,3.079999924,
,49:17.0,3/21/2022,7.279931,5.202631,1.090000033,1.409999967,0.870000005,100.1699982,7.5,0.340000004,2,0.200000003,0.300000012,1.080000043,1.470000029,13.01000023,160.6999969,1.460000038,1.409999967,
,49:19.0,3/21/2022,7.2799385,5.202683,1.320000052,1.549999952,4.760000229,188.8399963,7.400000095,0.050000001,4.199999809,0.200000003,0,1.529999971,1.649999976,6.079999924,194.3099976,1.24000001,1.350000024,
,49:21.0,3/21/2022,7.2799485,5.202753,1.25,1.49000001,3.200000048,120.2699966,6.800000191,0.029999999,2.099999905,0.100000001,0,1.379999995,0.829999983,2.430000067,129.1799927,2.299999952,3.730000019,
,49:23.0,3/21/2022,7.279964,5.202844,1.460000038,2.589999914,2.099999905,140.4700012,6.199999809,0.140000001,2.099999905,0.300000012,0.100000001,1.460000038,2.670000076,12.32999992,143.5099945,1.25999999,3.119999886,
,49:25.0,3/21/2022,7.279985,5.2029625,0.779999971,2.160000086,1.039999962,148.5800018,4.599999905,0.219999999,2.099999905,0.300000012,0.200000003,0.779999971,1.769999981,1.639999986,153.3500061,1,2.069999933,
,49:27.0,3/21/2022,7.2800135,5.203119,0.779999971,1.399999976,2.49000001,151.9100037,5.900000095,0.409999996,2,0.300000012,0.400000006,0.779999971,1.789999962,4.630000114,153.2700043,0.670000017,2.039999962,
,49:29.0,3/21/2022,7.2800405,5.2033135,0.779999971,1.090000033,1.429999948,141.9600067,4.800000191,0.150000006,2,0.300000012,0.200000003,0.779999971,1.090000033,4.579999924,149.2899933,0.649999976,1.179999948,
,49:31.0,3/21/2022,7.2800735,5.2035365,0.860000014,1.269999981,2.849999905,135,6.099999905,0.02,2,0.100000001,0,0.839999974,1.129999995,2.079999924,136.7700043,2.109999895,0.920000017,
,49:33.0,3/21/2022,7.2801055,5.2037665,1.919999957,2.319999933,3.24000001,78.86000061,6.800000191,0.029999999,2.099999905,0,0,1.980000019,2.140000105,10.77000046,109.6699982,1.659999967,0.939999998,
,49:35.0,3/21/2022,7.2801365,5.204003,1.710000038,2.390000105,3.700000048,78.73999786,6.300000191,0.029999999,2.099999905,0.200000003,0,1.870000005,2.089999914,5.309999943,83.16999817,1.190000057,2.25,
,49:37.0,3/21/2022,7.2801685,5.2042415,0.779999971,1.830000043,2.579999924,106.8000031,4.5,0.170000002,2,0.200000003,0.200000003,0.779999971,1.830000043,2.480000019,109.8300018,1.679999948,3.25,
,49:39.0,3/21/2022,7.2801995,5.2044715,0.779999971,1.090000033,0.959999979,100.0699997,4.900000095,0.25999999,2,0.200000003,0.300000012,0.779999971,0.75999999,1.570000052,107.3399963,0.970000029,1.409999967,
,49:41.0,3/21/2022,7.2802275,5.2047,0.860000014,1.24000001,2.589999914,96.94999695,5.900000095,0.289999992,2,0.200000003,0.300000012,1.360000014,1.409999967,4.019999981,103.1299973,0.689999998,0.610000014,38
,49:43.0,3/21/2022,7.2802595,5.204939,1.25,1.029999971,4.380000114,118.7099991,6,0.209999993,2.099999905,0.300000012,0.200000003,1.029999971,1.029999971,8.25,139.2299957,1.440000057,1.440000057,
,49:45.0,3/21/2022,7.2802935,5.205182,1.919999957,3.049999952,4.829999924,61.13000107,5.300000191,0.209999993,2.099999905,0.100000001,0.200000003,2.210000038,3.640000105,13.73999977,94.94000244,2.859999895,3.710000038,
,49:47.0,3/21/2022,7.2803265,5.20542,0.779999971,2.109999895,3.180000067,147.2200012,3.900000095,0.239999995,2.099999905,0.300000012,0.200000003,0.779999971,1.950000048,15.82999992,155.2799988,0.680000007,2.299999952,
,49:49.0,3/21/2022,7.2803615,5.2056665,0.779999971,1.399999976,1.809999943,149.1000061,4.300000191,0.100000001,2,0.300000012,0.100000001,0.779999971,1.169999957,1.690000057,154.4900055,1.320000052,1.629999995,
,49:51.0,3/21/2022,7.2803975,5.205924,0.389999986,1.090000033,0.74000001,146.6199951,4.400000095,0.230000004,2,0.300000012,0.200000003,0.519999981,1.289999962,1.580000043,153.8300018,0.649999976,0.75,
,49:53.0,3/21/2022,7.2804335,5.206187,0.779999971,1.100000024,2.059999943,142.9400024,4.800000191,0.829999983,2,0.300000012,0.800000012,0.779999971,1.110000014,10.86999989,150.0700073,0.649999976,0.939999998,46
,49:55.0,3/21/2022,7.2804665,5.2064515,1.460000038,1.860000014,2.700000048,139.2599945,4.800000191,0.209999993,2,0.300000012,0.200000003,1.460000038,1.860000014,9.359999657,146.0099945,1.179999948,2.119999886,
,49:57.0,3/21/2022,7.280499,5.2067205,0.779999971,2.710000038,2.150000095,137.6000061,6,0.230000004,2,0.300000012,0.200000003,0.779999971,1.919999957,4.420000076,143.3699951,1.289999962,2.079999924,
,49:59.0,3/21/2022,7.280536,5.2069905,0.779999971,1.679999948,0.939999998,146.5,11.5,0.870000005,2,0.300000012,0.899999976,0.779999971,2.430000067,19.87999916,151.2899933,0.680000007,1.840000033,
,50:01.0,3/21/2022,7.280572,5.207256,0.389999986,1.320000052,2.529999971,148.8600006,3.599999905,0.100000001,2.099999905,0.300000012,0.100000001,0.519999981,1.470000029,1.629999995,154.8800049,0.649999976,1.799999952,
,50:03.0,3/21/2022,7.28061,5.2075175,1.24000001,1.230000019,1.909999967,101.7900009,7,0.02,2.400000095,0.100000001,0,1.24000001,0.870000005,1.440000057,129.8600006,1.230000019,1.450000048,42
,50:05.0,3/21/2022,7.2806465,5.2077825,0.779999971,0.670000017,1.970000029,202.6799927,5.400000095,0.109999999,2.799999952,0.5,0.100000001,0.779999971,0.949999988,3.799999952,188.0899963,1.5,1.409999967,
,50:07.0,3/21/2022,7.2806795,5.208045,1.460000038,2.930000067,1.929999948,179.1999969,5.800000191,0.219999999,2,0.400000006,0.200000003,1.460000038,2.930000067,4.489999771,192.1900024,1.230000019,2.940000057,
,50:09.0,3/21/2022,7.2807135,5.208301,1.24000001,2.25,3.039999962,145.6600037,7.599999905,0.02,2.299999952,0.100000001,0,1.090000033,2.809999943,3.109999895,147.2200012,1.360000014,2.559999943,
,50:11.0,3/21/2022,7.2807485,5.208555,1.299999952,1.730000019,4.210000038,52.95999908,7,0.02,2.099999905,0.100000001,0,1.590000033,1.700000048,7.369999886,46.84000015,1.730000019,1.440000057,
,50:13.0,3/21/2022,7.2807805,5.2088085,1.24000001,1.360000014,4.519999981,154.9400024,6.099999905,0.02,2,0.100000001,0,1.220000029,1.470000029,11.56999969,149.5800018,1.480000019,1.269999981,
,50:15.0,3/21/2022,7.280814,5.2090625,1.24000001,0.699999988,1.639999986,101.8600006,9.300000191,0.07,2,0.100000001,0.100000001,1.679999948,0.699999988,1.059999943,138.8500061,1.610000014,2.230000019,60
,50:17.0,3/21/2022,7.280849,5.20932,1.460000038,2.339999914,2.690000057,178.8099976,5.199999809,0.140000001,2,0.400000006,0.100000001,1.460000038,2.339999914,9.229999542,182.8699951,1.210000038,0.839999974,
,50:19.0,3/21/2022,7.280884,5.2095825,0.779999971,2.109999895,2.369999886,176.6799927,3.599999905,0.090000004,2,0.400000006,0.100000001,0.779999971,2.109999895,4.739999771,181.1600037,0.670000017,2.819999933,
,50:21.0,3/21/2022,7.280921,5.2098495,0.779999971,2,1.929999948,179.2400055,8.199999809,0.579999983,2,0.400000006,0.600000024,0.779999971,1.549999952,3.920000076,181.9900055,1,1.679999948,
,50:23.0,3/21/2022,7.2809565,5.2101175,0.389999986,1.090000033,3.039999962,174.2799988,6,0.689999998,2,0.400000006,0.699999988,0.519999981,1.409999967,1.639999986,177.9700012,0.649999976,2.059999943,
,50:25.0,3/21/2022,7.2809885,5.210386,0.779999971,1.039999962,0.720000029,176.6699982,11.30000019,0.769999981,2,0.400000006,0.800000012,0.779999971,1.25,1.450000048,180.8999939,0.649999976,0.75999999,
,50:27.0,3/21/2022,7.281021,5.210646,0.779999971,0.569999993,3.99000001,179.5800018,5.900000095,0.219999999,2,0.400000006,0.200000003,0.779999971,0.569999993,3.869999886,180.8099976,0.649999976,1.519999981,43
,50:29.0,3/21/2022,7.281056,5.210904,1.460000038,2.930000067,2.890000105,179.6300049,4,0.150000006,2,0.400000006,0.200000003,1.460000038,2.930000067,9.609999657,182.8699951,1.25,2.619999886,
,50:31.0,3/21/2022,7.2810915,5.211161,1.210000038,2.420000076,3.450000048,141.3999939,6.5,0.25999999,2,0.300000012,0.300000012,1.169999957,2.029999971,12.31000042,157.4499969,1.889999986,1.799999952,
,50:33.0,3/21/2022,7.281129,5.211418,0.779999971,1.360000014,2.170000076,181.4199982,4,0.07,2,0.400000006,0.100000001,0.779999971,1.120000005,3.150000095,181.9799957,0.959999979,2.579999924,
,50:35.0,3/21/2022,7.281165,5.211678,0.389999986,1.320000052,4.25,183.6600037,3.700000048,3.670000076,2,0.400000006,3.700000048,0.519999981,1.470000029,2.230000019,183.6499939,0.660000026,0.959999979,
,50:37.0,3/21/2022,7.2811935,5.2119275,0.779999971,1.090000033,5.289999962,180.4600067,4,0.159999996,2,0.400000006,0.200000003,0.779999971,1.090000033,6.269999981,177.1300049,1.309999943,1.600000024,
,50:39.0,3/21/2022,7.2812205,5.212154,1.460000038,2.049999952,2.380000114,187.3800049,4.400000095,0.159999996,2,0.400000006,0.200000003,1.460000038,3.059999943,29.86000061,182.6499939,1.25999999,0.75999999,
,50:41.0,3/21/2022,7.2812495,5.2123655,0.779999971,2.430000067,3.619999886,187.8200073,3.799999952,0.219999999,2,0.400000006,0.200000003,0.779999971,2.359999895,7.920000076,183.6600037,0.680000007,2.329999924,
,50:43.0,3/21/2022,7.2812795,5.212572,0.779999971,1.730000019,3.980000019,186.4400024,4,0.589999974,2,0.400000006,0.600000024,0.779999971,1.730000019,2.960000038,185.75,0.689999998,3.130000114,
,50:45.0,3/21/2022,7.281306,5.21276,0.879999995,1.149999976,1.590000033,182.7599945,5.699999809,0.300000012,2,0.400000006,0.300000012,0.779999971,1.210000038,7.190000057,182.5700073,1.159999967,1.360000014,
,50:47.0,3/21/2022,7.281325,5.21292,0.930000007,1.360000014,3.74000001,71.90000153,6.900000095,0.029999999,2.200000048,0.200000003,0,0.980000019,1.299999952,5.079999924,120.5500031,1.330000043,1.590000033,
,50:49.0,3/21/2022,7.2813425,5.2130615,0.779999971,0.889999986,3.619999886,189.1000061,4.300000191,0.07,2,0.400000006,0.100000001,0.779999971,0.899999976,3.279999971,183.6300049,0.75,1.139999986,
,50:51.0,3/21/2022,7.2813545,5.213189,1.460000038,2.779999971,1.870000005,185.3899994,6.5,0.209999993,2,0.400000006,0.200000003,1.460000038,2.390000105,24.56999969,184.25,1.799999952,2.359999895,
,50:53.0,3/21/2022,7.2813625,5.2132985,0.779999971,2.109999895,3.579999924,179.8300018,4.599999905,0.330000013,2,0.400000006,0.300000012,0.779999971,2.109999895,6.099999905,179.1000061,1,2.309999943,
,50:55.0,3/21/2022,7.2813735,5.2134025,0.779999971,1.409999967,1.75999999,177.8399963,5.199999809,0.050000001,2,0.400000006,0.100000001,0.779999971,1.409999967,1.919999957,181.2599945,0.670000017,1.639999986,
,50:57.0,3/21/2022,7.2813865,5.213504,0.819999993,1.350000024,3.019999981,139.8699951,7.300000191,0.200000003,2.099999905,0.300000012,0.200000003,0.769999981,0.779999971,13.02000046,162.0500031,0.850000024,0.730000019,
,50:59.0,3/21/2022,7.2813975,5.2135955,1.210000038,1.389999986,3.910000086,87.63999939,6.800000191,0.439999998,2.099999905,0.200000003,0.400000006,1.399999976,1.519999981,10.17000008,131.8800049,2.25999999,2.230000019,
,51:01.0,3/21/2022,7.2814065,5.2136925,1.460000038,1.820000052,3.190000057,176.0800018,4.199999809,0.140000001,2,0.400000006,0.100000001,1.460000038,1.899999976,5.170000076,174.5500031,1.090000033,2.019999981,67
,51:03.0,3/21/2022,7.28142,5.2138075,1.049999952,2.720000029,3.220000029,159.9400024,4.900000095,0.140000001,2.099999905,0.400000006,0.100000001,0.959999979,2.960000038,5.239999771,168.4700012,1.539999962,2.25,
,51:05.0,3/21/2022,7.281436,5.213929,1.159999967,2,3.390000105,76.59999847,6.199999809,0.310000002,2.099999905,0.200000003,0.300000012,1.210000038,2.180000067,4.659999847,143.8300018,1.220000029,2.279999971,
,51:07.0,3/21/2022,7.281451,5.214046,0.779999971,1.080000043,3.130000114,180.6000061,13.60000038,1.179999948,2,0.400000006,1.200000048,0.779999971,1.080000043,2.49000001,184.3999939,0.670000017,0.819999993,
,51:09.0,3/21/2022,7.2814675,5.2141595,0.389999986,1.039999962,1.549999952,180.8800049,3.700000048,0.050000001,2,0.400000006,0,0.519999981,1.039999962,4.900000095,179.8600006,1.289999962,0.75999999,
,51:11.0,3/21/2022,7.281485,5.2142695,0.779999971,0.74000001,3.589999914,185.75,5,0.600000024,2,0.400000006,0.600000024,0.779999971,0.689999998,1.74000001,186.0700073,0.649999976,1.139999986,
,51:13.0,3/21/2022,7.281506,5.2143865,1.460000038,2.710000038,6.03000021,188.0599976,4,0.180000007,2,0.400000006,0.200000003,1.460000038,2.609999895,18.96999931,187.5700073,1.809999943,2.579999924,
,51:15.0,3/21/2022,7.2815335,5.214522,0.779999971,2.390000105,5.070000172,188.8000031,4.599999905,0.219999999,2,0.400000006,0.200000003,0.779999971,1.870000005,22.26000023,188.3800049,0.689999998,2.720000029,
,51:17.0,3/21/2022,7.2815645,5.214671,0.779999971,1.360000014,3.25,188.5599976,7.199999809,0.879999995,2.099999905,0.400000006,0.899999976,0.779999971,1.75999999,4.059999943,191.1100006,0.980000019,1.220000029,
,51:19.0,3/21/2022,7.2815915,5.214838,0.779999971,1.320000052,1.779999971,187.1000061,3.799999952,0.589999974,2,0.400000006,0.600000024,0.779999971,1.320000052,3,183.9400024,0.649999976,1.909999967,
,51:21.0,3/21/2022,7.2816185,5.215031,0.389999986,1.039999962,3.069999933,185.9100037,3.299999952,0.379999995,2,0.400000006,0.400000006,0.519999981,1.039999962,1.870000005,185.4900055,0.649999976,0.769999981,
,51:23.0,3/21/2022,7.2816415,5.21524,1.460000038,2.089999914,3.690000057,179.5599976,5.300000191,0.129999995,2,0.400000006,0.100000001,1.460000038,2.359999895,11.60999966,177.6499939,1.210000038,2.109999895,
,51:25.0,3/21/2022,7.281666,5.2154515,0.779999971,2.109999895,3.440000057,185.2400055,3.599999905,0.140000001,2,0.400000006,0.100000001,0.779999971,1.899999976,7.059999943,184.8800049,1.309999943,2.369999886,
,51:27.0,3/21/2022,7.2816915,5.2156665,0.779999971,1.679999948,1.799999952,187.5200043,4,0.239999995,2.099999905,0.400000006,0.200000003,0.779999971,1.700000048,2.170000076,188.25,0.680000007,1.679999948,
,51:29.0,3/21/2022,7.281713,5.2158825,0.779999971,1.039999962,1.299999952,186.5399933,4.599999905,0.460000008,2,0.400000006,0.5,0.779999971,1.25,1.419999957,186.6000061,0.649999976,1.519999981,
,51:31.0,3/21/2022,7.281731,5.216101,0.389999986,1.039999962,0.660000026,189.9199982,4.699999809,0.460000008,2,0.400000006,0.5,0.519999981,1.039999962,3.309999943,184.8099976,0.959999979,0.75999999,
,51:33.0,3/21/2022,7.281746,5.216325,0.779999971,1.5,2.799999952,188.3300018,4,0.119999997,2,0.400000006,0.100000001,0.779999971,0.75999999,1.580000043,183.3800049,0.649999976,1.600000024,
,51:35.0,3/21/2022,7.2817595,5.216555,1.460000038,2,2.279999971,181.9799957,4.699999809,0.119999997,2,0.400000006,0.100000001,1.460000038,2.339999914,7.110000134,178.7299957,1.230000019,2.130000114,
,51:37.0,3/21/2022,7.2817665,5.216789,1.269999981,2.289999962,3.440000057,74.44999695,7.199999809,0.059999999,2.200000048,0.100000001,0.100000001,1.679999948,2.359999895,12.56000042,113.0199966,1.570000052,2.180000067,
,51:39.0,3/21/2022,7.2817695,5.2170275,0.779999971,1.360000014,1.5,3.099999905,3.900000095,0.119999997,3,0,0.100000001,0.779999971,1.5,1.450000048,6.440000057,0.670000017,2.49000001,
,51:41.0,3/21/2022,7.2817675,5.2172655,0.389999986,1.039999962,1.289999962,2.430000067,3.599999905,0.560000002,3,0,0.600000024,0.519999981,1.039999962,2.25999999,3.720000029,1.279999971,0.75,35
,51:43.0,3/21/2022,7.2817615,5.217503,0.779999971,1.039999962,2.569999933,1.820000052,3.700000048,0.400000006,3,0,0.400000006,0.779999971,0.689999998,1.629999995,4.599999905,0.649999976,1.5,69
,51:45.0,3/21/2022,7.2817545,5.2177465,1.460000038,1.769999981,3.5,6.860000134,3.799999952,0.050000001,3,0,0.100000001,1.460000038,1.830000043,8.649999619,10.77999973,1.24000001,1.659999967,
,51:47.0,3/21/2022,7.281742,5.217999,0.779999971,2.430000067,3.339999914,5.710000038,4,0.829999983,3.099999905,0,0.800000012,0.779999971,2.430000067,4.460000038,8.479999542,0.680000007,1.659999967,
,51:49.0,3/21/2022,7.281719,5.2182615,0.779999971,1.679999948,4.630000114,4.420000076,3.900000095,0.159999996,3,0,0.200000003,0.779999971,1.679999948,4.800000191,10.46000004,1.330000043,3.049999952,
,51:51.0,3/21/2022,7.281695,5.2185285,0.779999971,1.039999962,3.50999999,2.660000086,4,0.439999998,3,0,0.400000006,0.779999971,0.689999998,2.130000114,4.150000095,0.649999976,0.980000019,
,51:53.0,3/21/2022,7.281665,5.2187925,0.389999986,1.320000052,3.5,3.25999999,3.799999952,0.649999976,3,0,0.699999988,0.519999981,1.320000052,3.25999999,5.130000114,0.670000017,1.5,74
,51:55.0,3/21/2022,7.281629,5.219053,0.779999971,0.519999981,3.829999924,2.660000086,5.699999809,0.379999995,3,0,0.400000006,0.779999971,1.039999962,7.119999886,6.869999886,0.649999976,0.949999988,78
,51:57.0,3/21/2022,7.281592,5.2193085,1.460000038,3.210000038,4.940000057,6.239999771,4.800000191,0.129999995,3,0,0.100000001,1.460000038,3.210000038,14.52999973,14.93999958,1.830000043,3.430000067,
,51:59.0,3/21/2022,7.281549,5.2195595,0.779999971,2.109999895,5.599999905,8.260000229,3.599999905,0.079999998,3.299999952,0,0.100000001,0.779999971,2.109999895,6.949999809,11.14000034,1,2.589999914,
,52:01.0,3/21/2022,7.281498,5.2198125,0.389999986,1.360000014,3.279999971,2.430000067,6.5,0.680000007,3.200000048,0,0.699999988,0.519999981,1.120000005,2.609999895,7.489999771,0.670000017,1.440000057,
,52:03.0,3/21/2022,7.281438,5.220069,0.779999971,1.039999962,1.899999976,2.430000067,5.800000191,1.100000024,3,0,1.100000024,0.779999971,1.25,5.46999979,5.190000057,0.649999976,1.5,40
,52:05.0,3/21/2022,7.2813835,5.2202935,0.779999971,0.519999981,9.949999809,3.720000029,3.599999905,0.639999986,3,0,0.600000024,0.779999971,0.689999998,3.920000076,4.769999981,1.279999971,0.75,36
,52:07.0,3/21/2022,7.2813455,5.2204475,1.460000038,2.289999962,6.190000057,4.579999924,5.599999905,0.119999997,3,0,0.100000001,1.460000038,2.289999962,23.53000069,10.94999981,0.899999976,2.559999943,
,52:09.0,3/21/2022,7.281322,5.2205585,0.779999971,2.430000067,6.949999809,4.570000172,3.900000095,0.140000001,3,0,0.100000001,0.779999971,1.549999952,8.770000458,8.020000458,1.309999943,1.970000029,
,52:11.0,3/21/2022,7.2813,5.2206515,0.389999986,1.679999948,3.170000076,5.409999847,4.5,0.219999999,3.299999952,0,0.200000003,0.519999981,2.359999895,11.53999996,14.27000046,0.680000007,1.980000019,
,52:13.0,3/21/2022,7.2812835,5.220748,0.779999971,1.039999962,8.75,1.330000043,3.700000048,0.519999981,3,0,0.5,0.779999971,0.689999998,3.529999971,5.130000114,0.660000026,1.5,38
,52:15.0,3/21/2022,7.281266,5.220855,0.779999971,0.519999981,3.599999905,4.440000057,3.799999952,0.200000003,3,0,0.200000003,0.779999971,1.039999962,3.859999895,16.25,1.289999962,0.75,130
,52:17.0,3/21/2022,7.281233,5.220982,0.779999971,1.039999962,0.860000014,3.150000095,4,0.439999998,3,0,0.400000006,0.779999971,1.039999962,2.779999971,4.940000057,0.649999976,1.120000005,
,52:19.0,3/21/2022,7.2811865,5.221125,1.460000038,2.609999895,5.03000021,4.320000172,3.799999952,0.119999997,3,0,0.100000001,1.940000057,2.779999971,13.64999962,13.35000038,1.799999952,2.569999933,
,52:21.0,3/21/2022,7.281143,5.2212515,0.389999986,2.430000067,7.28000021,6.809999943,4.300000191,0.109999999,3.299999952,0,0.100000001,0.519999981,2.109999895,6.949999809,18.14999962,0.680000007,1.75,34
,52:23.0,3/21/2022,7.2811075,5.2213565,0.779999971,0.839999974,6.059999943,7.300000191,4,0.189999998,3.599999905,0,0.200000003,0.779999971,1.679999948,4.699999809,10.35999966,0.670000017,2.410000086,68
,52:25.0,3/21/2022,7.281082,5.2214355,0.779999971,1.039999962,1.580000043,2.609999895,4,0.370000005,3,0,0.400000006,0.779999971,1.039999962,2.289999962,5.369999886,0.980000019,0.75,
,52:27.0,3/21/2022,7.2810625,5.2215015,0.779999971,1.039999962,2.079999924,2.609999895,3.700000048,0.100000001,3,0,0.100000001,0.779999971,1.039999962,4.380000114,3.920000076,0.649999976,1.120000005,
,52:31.0,3/21/2022,7.281025,5.221626,0.779999971,2.390000105,5.730000019,4.75,3.900000095,0.159999996,3,0,0.200000003,0.779999971,1.549999952,5.230000019,12.48999977,1.25,2.319999933,44
,52:33.0,3/21/2022,7.281005,5.2216995,0.779999971,1.480000019,4.5,4.829999924,3.900000095,0.079999998,3,0,0.100000001,0.779999971,2.75999999,9.329999924,9.43999958,0.689999998,3.039999962,
,52:35.0,3/21/2022,7.280977,5.2218095,0.779999971,1.320000052,5.21999979,3.680000067,4.5,0.129999995,3,0,0.100000001,0.779999971,1.309999943,5.53000021,9.43999958,0.99000001,1.210000038,
,52:37.0,3/21/2022,7.280921,5.2219575,0.779999971,1.039999962,4.889999866,3.529999971,4.300000191,0.629999995,3,0,0.600000024,1.049999952,1.039999962,6.960000038,5.239999771,0.639999986,1.320000052,
,52:39.0,3/21/2022,7.2808535,5.2221225,0.779999971,1.039999962,6.860000134,2.119999886,5.900000095,1.049999952,2.5,0,1.100000024,0.779999971,1.389999986,6.090000153,4.940000057,0.649999976,0.75,
,52:41.0,3/21/2022,7.2807825,5.222283,1.059999943,2.609999895,6.579999924,5.320000172,3.599999905,0.07,3,0,0.100000001,1.059999943,1.769999981,17.71999931,15.97000027,1.210000038,1.889999986,
,52:43.0,3/21/2022,7.2807125,5.222446,0.779999971,1.590000033,11.07999992,7.510000229,4.099999905,0.140000001,3.200000048,0,0.100000001,0.779999971,1.950000048,11.76000023,12.02000046,1.309999943,2.589999914,
,52:45.0,3/21/2022,7.2806425,5.222607,0.779999971,1.679999948,10.89999962,3.839999914,4,0.519999981,3,0,0.5,0.779999971,1.679999948,12.42000008,5.78000021,0.670000017,1.659999967,
,52:47.0,3/21/2022,7.28057,5.2227625,0.779999971,1.039999962,3.089999914,2.660000086,3.700000048,0.49000001,3,0,0.5,0.779999971,1.039999962,7.519999981,3.99000001,0.639999986,1.350000024,
,52:49.0,3/21/2022,7.2805025,5.222907,0.779999971,1.039999962,4.639999866,2.559999943,3.900000095,0.140000001,3,0,0.100000001,1.049999952,1.039999962,6.28000021,4.940000057,0.970000029,0.75,
,52:51.0,3/21/2022,7.280439,5.223044,1.070000052,2.289999962,7.690000057,4.869999886,5.5,0.090000004,3,0,0.100000001,1.070000052,0.980000019,24.22999954,5.619999886,0.639999986,2.559999943,
,52:53.0,3/21/2022,7.280375,5.223184,0.779999971,1.159999967,9.489999771,5.75,11.19999981,0.289999992,2.799999952,0,0.300000012,0.779999971,2.170000076,22.71999931,13.43000031,1.230000019,1.960000038,
,52:55.0,3/21/2022,7.2803075,5.223335,0.779999971,2.430000067,8.569999695,4.619999886,5.300000191,0.209999993,2.700000048,0,0.200000003,1.049999952,2.430000067,12.22000027,22.98999977,0.680000007,2.299999952,
,52:57.0,3/21/2022,7.280224,5.2235035,0.779999971,1.039999962,5.329999924,4.440000057,3.799999952,0.180000007,3,0,0.200000003,0.779999971,1.389999986,12.47999954,7.980000019,0.639999986,1.580000043,
,52:59.0,3/21/2022,7.280125,5.223675,0.779999971,1.039999962,6.860000134,3.25999999,3.700000048,0.159999996,3,0,0.200000003,0.779999971,1.039999962,81.76000214,5.070000172,0.959999979,0.75,
,53:01.0,3/21/2022,7.280023,5.223851,0.779999971,1.039999962,7.71999979,3.200000048,3.400000095,0.370000005,3,0,0.400000006,0.779999971,1.039999962,4.849999905,5.320000172,0.639999986,1.5,
,53:03.0,3/21/2022,7.279921,5.224028,1.059999943,2.089999914,4.610000134,4.75,3.900000095,0.090000004,3,0,0.100000001,1.059999943,2.089999914,20.73999977,5.769999981,1.230000019,2.569999933,
,53:05.0,3/21/2022,7.2798135,5.224207,0.779999971,2.109999895,6.559999943,8.81000042,3.900000095,0.090000004,3.299999952,0,0.100000001,0.779999971,2.109999895,9.06000042,15.01000023,0.680000007,1.659999967,
